16:01:07.226 [main] DEBUG	appLog: Program start
16:01:09.458 [main] TRACE	o.h.r.j.i.ResourceRegistryStandardImpl: Registering statement [com.mysql.cj.jdbc.ClientPreparedStatement: select students0_.course_id as course_i1_2_0_, students0_.student_id as student_2_2_0_, student1_.id as id1_1_1_, student1_.age as age2_1_1_, student1_.name as name3_1_1_, student1_.registration_date as registra4_1_1_ from Subscriptions students0_ inner join Students student1_ on students0_.student_id=student1_.id where students0_.course_id=** NOT SPECIFIED **]
16:01:09.458 [main] TRACE	o.h.e.j.i.JdbcCoordinatorImpl: Registering last query statement [com.mysql.cj.jdbc.ClientPreparedStatement: select students0_.course_id as course_i1_2_0_, students0_.student_id as student_2_2_0_, student1_.id as id1_1_1_, student1_.age as age2_1_1_, student1_.name as name3_1_1_, student1_.registration_date as registra4_1_1_ from Subscriptions students0_ inner join Students student1_ on students0_.student_id=student1_.id where students0_.course_id=** NOT SPECIFIED **]
16:01:09.458 [main] TRACE	o.h.t.d.s.BasicBinder: binding parameter [1] as [INTEGER] - [5]
16:01:09.458 [main] TRACE	o.h.l.p.e.i.AbstractLoadPlanBasedLoader: Bound [2] parameters total
16:01:09.459 [main] TRACE	o.h.r.j.i.ResourceRegistryStandardImpl: Registering result set [com.mysql.cj.jdbc.result.ResultSetImpl@740dcae3]
16:01:09.459 [main] DEBUG	o.h.l.p.e.p.i.ResultSetProcessorImpl: Preparing collection initializer : [entities.Course.students#5]
16:01:09.459 [main] TRACE	o.h.e.l.i.LoadContexts: Constructing collection load context for result set [com.mysql.cj.jdbc.result.ResultSetImpl@740dcae3]
16:01:09.459 [main] TRACE	o.h.e.l.i.CollectionLoadContext: Starting attempt to find loading collection [[entities.Course.students#5]]
16:01:09.459 [main] TRACE	o.h.e.l.i.LoadContexts: Attempting to locate loading collection entry [CollectionKey[entities.Course.students#5]] in any result-set context
16:01:09.459 [main] TRACE	o.h.e.l.i.LoadContexts: Collection [CollectionKey[entities.Course.students#5]] not located in load context
16:01:09.459 [main] TRACE	o.h.e.l.i.CollectionLoadContext: Collection not yet initialized; initializing
16:01:09.459 [main] TRACE	o.h.l.p.e.p.i.ResultSetProcessorImpl: Processing result set
16:01:09.459 [main] TRACE	o.h.l.p.e.p.i.ResultSetProcessorImpl: Starting ResultSet row #0
16:01:09.459 [main] TRACE	o.h.t.d.s.BasicExtractor: extracted value ([id1_1_1_] : [INTEGER]) - [6]
16:01:09.459 [main] TRACE	o.h.l.p.e.p.i.EntityReferenceInitializerImpl: hydrating entity state
16:01:09.460 [main] TRACE	o.h.l.p.e.p.i.EntityReferenceInitializerImpl: Initializing object from ResultSet: [entities.Student#6]
16:01:09.460 [main] TRACE	o.h.p.e.AbstractEntityPersister: Hydrating entity: [entities.Student#6]
16:01:09.460 [main] TRACE	o.h.t.d.s.BasicExtractor: extracted value ([age2_1_1_] : [INTEGER]) - [23]
16:01:09.460 [main] TRACE	o.h.t.d.s.BasicExtractor: extracted value ([name3_1_1_] : [VARCHAR]) - [Блаженов Артем]
16:01:09.460 [main] TRACE	o.h.t.d.s.BasicExtractor: extracted value ([registra4_1_1_] : [TIMESTAMP]) - [2016-02-05 00:00:00.0]
16:01:09.460 [main] TRACE	o.h.t.d.s.BasicExtractor: extracted value ([course_i1_2_0_] : [INTEGER]) - [5]
16:01:09.460 [main] DEBUG	o.h.l.p.e.p.i.CollectionReferenceInitializerImpl: Found row of collection: [entities.Course.students#5]
16:01:09.460 [main] TRACE	o.h.e.l.i.CollectionLoadContext: Starting attempt to find loading collection [[entities.Course.students#5]]
16:01:09.460 [main] TRACE	o.h.e.l.i.LoadContexts: Attempting to locate loading collection entry [CollectionKey[entities.Course.students#5]] in any result-set context
16:01:09.460 [main] TRACE	o.h.e.l.i.LoadContexts: Collection [CollectionKey[entities.Course.students#5]] located in load context
16:01:09.460 [main] TRACE	o.h.e.l.i.CollectionLoadContext: Found loading collection bound to current result set processing; reading row
16:01:09.460 [main] TRACE	o.h.t.d.s.BasicExtractor: extracted value ([student_2_2_0_] : [INTEGER]) - [6]
16:01:09.460 [main] TRACE	o.h.e.i.DefaultLoadEventListener: Loading entity: [entities.Student#6]
16:01:09.460 [main] TRACE	o.h.e.i.DefaultLoadEventListener: Attempting to resolve: [entities.Student#6]
16:01:09.460 [main] TRACE	o.h.l.p.e.p.i.ResultSetProcessorImpl: Starting ResultSet row #1
16:01:09.460 [main] TRACE	o.h.t.d.s.BasicExtractor: extracted value ([id1_1_1_] : [INTEGER]) - [41]
16:01:09.460 [main] TRACE	o.h.l.p.e.p.i.EntityReferenceInitializerImpl: hydrating entity state
16:01:09.460 [main] TRACE	o.h.l.p.e.p.i.EntityReferenceInitializerImpl: Initializing object from ResultSet: [entities.Student#41]
16:01:09.460 [main] TRACE	o.h.p.e.AbstractEntityPersister: Hydrating entity: [entities.Student#41]
16:01:09.460 [main] TRACE	o.h.t.d.s.BasicExtractor: extracted value ([age2_1_1_] : [INTEGER]) - [32]
16:01:09.460 [main] TRACE	o.h.t.d.s.BasicExtractor: extracted value ([name3_1_1_] : [VARCHAR]) - [Молодых Елисей]
16:01:09.461 [main] TRACE	o.h.t.d.s.BasicExtractor: extracted value ([registra4_1_1_] : [TIMESTAMP]) - [2016-10-07 00:00:00.0]
16:01:09.461 [main] TRACE	o.h.t.d.s.BasicExtractor: extracted value ([course_i1_2_0_] : [INTEGER]) - [5]
16:01:09.461 [main] DEBUG	o.h.l.p.e.p.i.CollectionReferenceInitializerImpl: Found row of collection: [entities.Course.students#5]
16:01:09.461 [main] TRACE	o.h.e.l.i.CollectionLoadContext: Starting attempt to find loading collection [[entities.Course.students#5]]
16:01:09.461 [main] TRACE	o.h.e.l.i.LoadContexts: Attempting to locate loading collection entry [CollectionKey[entities.Course.students#5]] in any result-set context
16:01:09.461 [main] TRACE	o.h.e.l.i.LoadContexts: Collection [CollectionKey[entities.Course.students#5]] located in load context
16:01:09.461 [main] TRACE	o.h.e.l.i.CollectionLoadContext: Found loading collection bound to current result set processing; reading row
16:01:09.461 [main] TRACE	o.h.t.d.s.BasicExtractor: extracted value ([student_2_2_0_] : [INTEGER]) - [41]
16:01:09.461 [main] TRACE	o.h.e.i.DefaultLoadEventListener: Loading entity: [entities.Student#41]
16:01:09.461 [main] TRACE	o.h.e.i.DefaultLoadEventListener: Attempting to resolve: [entities.Student#41]
16:01:09.461 [main] TRACE	o.h.l.p.e.p.i.ResultSetProcessorImpl: Starting ResultSet row #2
16:01:09.461 [main] TRACE	o.h.t.d.s.BasicExtractor: extracted value ([id1_1_1_] : [INTEGER]) - [51]
16:01:09.461 [main] TRACE	o.h.l.p.e.p.i.EntityReferenceInitializerImpl: hydrating entity state
16:01:09.461 [main] TRACE	o.h.l.p.e.p.i.EntityReferenceInitializerImpl: Initializing object from ResultSet: [entities.Student#51]
16:01:09.461 [main] TRACE	o.h.p.e.AbstractEntityPersister: Hydrating entity: [entities.Student#51]
16:01:09.461 [main] TRACE	o.h.t.d.s.BasicExtractor: extracted value ([age2_1_1_] : [INTEGER]) - [18]
16:01:09.461 [main] TRACE	o.h.t.d.s.BasicExtractor: extracted value ([name3_1_1_] : [VARCHAR]) - [Дьячков Севастьян]
16:01:09.461 [main] TRACE	o.h.t.d.s.BasicExtractor: extracted value ([registra4_1_1_] : [TIMESTAMP]) - [2016-12-16 00:00:00.0]
16:01:09.461 [main] TRACE	o.h.t.d.s.BasicExtractor: extracted value ([course_i1_2_0_] : [INTEGER]) - [5]
16:01:09.461 [main] DEBUG	o.h.l.p.e.p.i.CollectionReferenceInitializerImpl: Found row of collection: [entities.Course.students#5]
16:01:09.461 [main] TRACE	o.h.e.l.i.CollectionLoadContext: Starting attempt to find loading collection [[entities.Course.students#5]]
16:01:09.462 [main] TRACE	o.h.e.l.i.LoadContexts: Attempting to locate loading collection entry [CollectionKey[entities.Course.students#5]] in any result-set context
16:01:09.462 [main] TRACE	o.h.e.l.i.LoadContexts: Collection [CollectionKey[entities.Course.students#5]] located in load context
16:01:09.462 [main] TRACE	o.h.e.l.i.CollectionLoadContext: Found loading collection bound to current result set processing; reading row
16:01:09.462 [main] TRACE	o.h.t.d.s.BasicExtractor: extracted value ([student_2_2_0_] : [INTEGER]) - [51]
16:01:09.462 [main] TRACE	o.h.e.i.DefaultLoadEventListener: Loading entity: [entities.Student#51]
16:01:09.462 [main] TRACE	o.h.e.i.DefaultLoadEventListener: Attempting to resolve: [entities.Student#51]
16:01:09.462 [main] TRACE	o.h.l.p.e.p.i.ResultSetProcessorImpl: Starting ResultSet row #3
16:01:09.462 [main] TRACE	o.h.t.d.s.BasicExtractor: extracted value ([id1_1_1_] : [INTEGER]) - [72]
16:01:09.462 [main] TRACE	o.h.l.p.e.p.i.EntityReferenceInitializerImpl: hydrating entity state
16:01:09.462 [main] TRACE	o.h.l.p.e.p.i.EntityReferenceInitializerImpl: Initializing object from ResultSet: [entities.Student#72]
16:01:09.462 [main] TRACE	o.h.p.e.AbstractEntityPersister: Hydrating entity: [entities.Student#72]
16:01:09.462 [main] TRACE	o.h.t.d.s.BasicExtractor: extracted value ([age2_1_1_] : [INTEGER]) - [39]
16:01:09.462 [main] TRACE	o.h.t.d.s.BasicExtractor: extracted value ([name3_1_1_] : [VARCHAR]) - [Катаев Павел]
16:01:09.462 [main] TRACE	o.h.t.d.s.BasicExtractor: extracted value ([registra4_1_1_] : [TIMESTAMP]) - [2017-05-12 00:00:00.0]
16:01:09.462 [main] TRACE	o.h.t.d.s.BasicExtractor: extracted value ([course_i1_2_0_] : [INTEGER]) - [5]
16:01:09.462 [main] DEBUG	o.h.l.p.e.p.i.CollectionReferenceInitializerImpl: Found row of collection: [entities.Course.students#5]
16:01:09.462 [main] TRACE	o.h.e.l.i.CollectionLoadContext: Starting attempt to find loading collection [[entities.Course.students#5]]
16:01:09.462 [main] TRACE	o.h.e.l.i.LoadContexts: Attempting to locate loading collection entry [CollectionKey[entities.Course.students#5]] in any result-set context
16:01:09.462 [main] TRACE	o.h.e.l.i.LoadContexts: Collection [CollectionKey[entities.Course.students#5]] located in load context
16:01:09.462 [main] TRACE	o.h.e.l.i.CollectionLoadContext: Found loading collection bound to current result set processing; reading row
16:01:09.462 [main] TRACE	o.h.t.d.s.BasicExtractor: extracted value ([student_2_2_0_] : [INTEGER]) - [72]
16:01:09.462 [main] TRACE	o.h.e.i.DefaultLoadEventListener: Loading entity: [entities.Student#72]
16:01:09.462 [main] TRACE	o.h.e.i.DefaultLoadEventListener: Attempting to resolve: [entities.Student#72]
16:01:09.462 [main] TRACE	o.h.l.p.e.p.i.ResultSetProcessorImpl: Starting ResultSet row #4
16:01:09.463 [main] TRACE	o.h.t.d.s.BasicExtractor: extracted value ([id1_1_1_] : [INTEGER]) - [86]
16:01:09.463 [main] TRACE	o.h.l.p.e.p.i.EntityReferenceInitializerImpl: hydrating entity state
16:01:09.463 [main] TRACE	o.h.l.p.e.p.i.EntityReferenceInitializerImpl: Initializing object from ResultSet: [entities.Student#86]
16:01:09.463 [main] TRACE	o.h.p.e.AbstractEntityPersister: Hydrating entity: [entities.Student#86]
16:01:09.463 [main] TRACE	o.h.t.d.s.BasicExtractor: extracted value ([age2_1_1_] : [INTEGER]) - [27]
16:01:09.463 [main] TRACE	o.h.t.d.s.BasicExtractor: extracted value ([name3_1_1_] : [VARCHAR]) - [Тургенев Самсон]
16:01:09.463 [main] TRACE	o.h.t.d.s.BasicExtractor: extracted value ([registra4_1_1_] : [TIMESTAMP]) - [2017-08-18 00:00:00.0]
16:01:09.463 [main] TRACE	o.h.t.d.s.BasicExtractor: extracted value ([course_i1_2_0_] : [INTEGER]) - [5]
16:01:09.463 [main] DEBUG	o.h.l.p.e.p.i.CollectionReferenceInitializerImpl: Found row of collection: [entities.Course.students#5]
16:01:09.463 [main] TRACE	o.h.e.l.i.CollectionLoadContext: Starting attempt to find loading collection [[entities.Course.students#5]]
16:01:09.463 [main] TRACE	o.h.e.l.i.LoadContexts: Attempting to locate loading collection entry [CollectionKey[entities.Course.students#5]] in any result-set context
16:01:09.463 [main] TRACE	o.h.e.l.i.LoadContexts: Collection [CollectionKey[entities.Course.students#5]] located in load context
16:01:09.463 [main] TRACE	o.h.e.l.i.CollectionLoadContext: Found loading collection bound to current result set processing; reading row
16:01:09.463 [main] TRACE	o.h.t.d.s.BasicExtractor: extracted value ([student_2_2_0_] : [INTEGER]) - [86]
16:01:09.463 [main] TRACE	o.h.e.i.DefaultLoadEventListener: Loading entity: [entities.Student#86]
16:01:09.463 [main] TRACE	o.h.e.i.DefaultLoadEventListener: Attempting to resolve: [entities.Student#86]
16:01:09.463 [main] TRACE	o.h.l.p.e.p.i.ResultSetProcessorImpl: Starting ResultSet row #5
16:01:09.463 [main] TRACE	o.h.t.d.s.BasicExtractor: extracted value ([id1_1_1_] : [INTEGER]) - [96]
16:01:09.464 [main] TRACE	o.h.l.p.e.p.i.EntityReferenceInitializerImpl: hydrating entity state
16:01:09.464 [main] TRACE	o.h.l.p.e.p.i.EntityReferenceInitializerImpl: Initializing object from ResultSet: [entities.Student#96]
16:01:09.464 [main] TRACE	o.h.p.e.AbstractEntityPersister: Hydrating entity: [entities.Student#96]
16:01:09.464 [main] TRACE	o.h.t.d.s.BasicExtractor: extracted value ([age2_1_1_] : [INTEGER]) - [37]
16:01:09.464 [main] TRACE	o.h.t.d.s.BasicExtractor: extracted value ([name3_1_1_] : [VARCHAR]) - [Герций Афанасий]
16:01:09.464 [main] TRACE	o.h.t.d.s.BasicExtractor: extracted value ([registra4_1_1_] : [TIMESTAMP]) - [2017-10-27 00:00:00.0]
16:01:09.465 [main] TRACE	o.h.t.d.s.BasicExtractor: extracted value ([course_i1_2_0_] : [INTEGER]) - [5]
16:01:09.465 [main] DEBUG	o.h.l.p.e.p.i.CollectionReferenceInitializerImpl: Found row of collection: [entities.Course.students#5]
16:01:09.465 [main] TRACE	o.h.e.l.i.CollectionLoadContext: Starting attempt to find loading collection [[entities.Course.students#5]]
16:01:09.465 [main] TRACE	o.h.e.l.i.LoadContexts: Attempting to locate loading collection entry [CollectionKey[entities.Course.students#5]] in any result-set context
16:01:09.465 [main] TRACE	o.h.e.l.i.LoadContexts: Collection [CollectionKey[entities.Course.students#5]] located in load context
16:01:09.465 [main] TRACE	o.h.e.l.i.CollectionLoadContext: Found loading collection bound to current result set processing; reading row
16:01:09.465 [main] TRACE	o.h.t.d.s.BasicExtractor: extracted value ([student_2_2_0_] : [INTEGER]) - [96]
16:01:09.465 [main] TRACE	o.h.e.i.DefaultLoadEventListener: Loading entity: [entities.Student#96]
16:01:09.465 [main] TRACE	o.h.e.i.DefaultLoadEventListener: Attempting to resolve: [entities.Student#96]
16:01:09.465 [main] TRACE	o.h.l.p.e.p.i.ResultSetProcessorImpl: Done processing result set (6 rows)
16:01:09.465 [main] TRACE	o.h.l.p.e.p.i.AbstractRowReader: Total objects hydrated: 6
16:01:09.465 [main] DEBUG	o.h.e.i.TwoPhaseLoad: Resolving attributes for [entities.Student#6]
16:01:09.465 [main] DEBUG	o.h.e.i.TwoPhaseLoad: Processing attribute `age` : value = 23
16:01:09.465 [main] DEBUG	o.h.e.i.TwoPhaseLoad: Attribute (`age`)  - enhanced for lazy-loading? - false
16:01:09.465 [main] DEBUG	o.h.e.i.TwoPhaseLoad: Processing attribute `courses` : value = NOT NULL COLLECTION
16:01:09.465 [main] DEBUG	o.h.e.i.TwoPhaseLoad: Attribute (`courses`)  - enhanced for lazy-loading? - false
16:01:09.465 [main] TRACE	o.h.e.l.i.LoadContexts: Attempting to locate loading collection entry [CollectionKey[entities.Student.courses#6]] in any result-set context
16:01:09.465 [main] TRACE	o.h.e.l.i.LoadContexts: Collection [CollectionKey[entities.Student.courses#6]] not located in load context
16:01:09.465 [main] TRACE	o.h.t.CollectionType: Created collection wrapper: [entities.Student.courses#6]
16:01:09.465 [main] DEBUG	o.h.e.i.TwoPhaseLoad: Processing attribute `name` : value = Блаженов Артем
16:01:09.465 [main] DEBUG	o.h.e.i.TwoPhaseLoad: Attribute (`name`)  - enhanced for lazy-loading? - false
16:01:09.465 [main] DEBUG	o.h.e.i.TwoPhaseLoad: Processing attribute `registrationDate` : value = 2016-02-05 00:00:00.0
16:01:09.465 [main] DEBUG	o.h.e.i.TwoPhaseLoad: Attribute (`registrationDate`)  - enhanced for lazy-loading? - false
16:01:09.466 [main] DEBUG	o.h.e.i.TwoPhaseLoad: Done materializing entity [entities.Student#6]
16:01:09.466 [main] DEBUG	o.h.e.i.TwoPhaseLoad: Resolving attributes for [entities.Student#41]
16:01:09.466 [main] DEBUG	o.h.e.i.TwoPhaseLoad: Processing attribute `age` : value = 32
16:01:09.466 [main] DEBUG	o.h.e.i.TwoPhaseLoad: Attribute (`age`)  - enhanced for lazy-loading? - false
16:01:09.466 [main] DEBUG	o.h.e.i.TwoPhaseLoad: Processing attribute `courses` : value = NOT NULL COLLECTION
16:01:09.466 [main] DEBUG	o.h.e.i.TwoPhaseLoad: Attribute (`courses`)  - enhanced for lazy-loading? - false
16:01:09.466 [main] TRACE	o.h.e.l.i.LoadContexts: Attempting to locate loading collection entry [CollectionKey[entities.Student.courses#41]] in any result-set context
16:01:09.466 [main] TRACE	o.h.e.l.i.LoadContexts: Collection [CollectionKey[entities.Student.courses#41]] not located in load context
16:01:09.466 [main] TRACE	o.h.t.CollectionType: Created collection wrapper: [entities.Student.courses#41]
16:01:09.466 [main] DEBUG	o.h.e.i.TwoPhaseLoad: Processing attribute `name` : value = Молодых Елисей
16:01:09.466 [main] DEBUG	o.h.e.i.TwoPhaseLoad: Attribute (`name`)  - enhanced for lazy-loading? - false
16:01:09.466 [main] DEBUG	o.h.e.i.TwoPhaseLoad: Processing attribute `registrationDate` : value = 2016-10-07 00:00:00.0
16:01:09.466 [main] DEBUG	o.h.e.i.TwoPhaseLoad: Attribute (`registrationDate`)  - enhanced for lazy-loading? - false
16:01:09.466 [main] DEBUG	o.h.e.i.TwoPhaseLoad: Done materializing entity [entities.Student#41]
16:01:09.466 [main] DEBUG	o.h.e.i.TwoPhaseLoad: Resolving attributes for [entities.Student#51]
16:01:09.466 [main] DEBUG	o.h.e.i.TwoPhaseLoad: Processing attribute `age` : value = 18
16:01:09.466 [main] DEBUG	o.h.e.i.TwoPhaseLoad: Attribute (`age`)  - enhanced for lazy-loading? - false
16:01:09.466 [main] DEBUG	o.h.e.i.TwoPhaseLoad: Processing attribute `courses` : value = NOT NULL COLLECTION
16:01:09.466 [main] DEBUG	o.h.e.i.TwoPhaseLoad: Attribute (`courses`)  - enhanced for lazy-loading? - false
16:01:09.466 [main] TRACE	o.h.e.l.i.LoadContexts: Attempting to locate loading collection entry [CollectionKey[entities.Student.courses#51]] in any result-set context
16:01:09.466 [main] TRACE	o.h.e.l.i.LoadContexts: Collection [CollectionKey[entities.Student.courses#51]] not located in load context
16:01:09.466 [main] TRACE	o.h.t.CollectionType: Created collection wrapper: [entities.Student.courses#51]
16:01:09.466 [main] DEBUG	o.h.e.i.TwoPhaseLoad: Processing attribute `name` : value = Дьячков Севастьян
16:01:09.466 [main] DEBUG	o.h.e.i.TwoPhaseLoad: Attribute (`name`)  - enhanced for lazy-loading? - false
16:01:09.466 [main] DEBUG	o.h.e.i.TwoPhaseLoad: Processing attribute `registrationDate` : value = 2016-12-16 00:00:00.0
16:01:09.466 [main] DEBUG	o.h.e.i.TwoPhaseLoad: Attribute (`registrationDate`)  - enhanced for lazy-loading? - false
16:01:09.467 [main] DEBUG	o.h.e.i.TwoPhaseLoad: Done materializing entity [entities.Student#51]
16:01:09.467 [main] DEBUG	o.h.e.i.TwoPhaseLoad: Resolving attributes for [entities.Student#72]
16:01:09.467 [main] DEBUG	o.h.e.i.TwoPhaseLoad: Processing attribute `age` : value = 39
16:01:09.467 [main] DEBUG	o.h.e.i.TwoPhaseLoad: Attribute (`age`)  - enhanced for lazy-loading? - false
16:01:09.467 [main] DEBUG	o.h.e.i.TwoPhaseLoad: Processing attribute `courses` : value = NOT NULL COLLECTION
16:01:09.467 [main] DEBUG	o.h.e.i.TwoPhaseLoad: Attribute (`courses`)  - enhanced for lazy-loading? - false
16:01:09.467 [main] TRACE	o.h.e.l.i.LoadContexts: Attempting to locate loading collection entry [CollectionKey[entities.Student.courses#72]] in any result-set context
16:01:09.467 [main] TRACE	o.h.e.l.i.LoadContexts: Collection [CollectionKey[entities.Student.courses#72]] not located in load context
16:01:09.467 [main] TRACE	o.h.t.CollectionType: Created collection wrapper: [entities.Student.courses#72]
16:01:09.467 [main] DEBUG	o.h.e.i.TwoPhaseLoad: Processing attribute `name` : value = Катаев Павел
16:01:09.467 [main] DEBUG	o.h.e.i.TwoPhaseLoad: Attribute (`name`)  - enhanced for lazy-loading? - false
16:01:09.467 [main] DEBUG	o.h.e.i.TwoPhaseLoad: Processing attribute `registrationDate` : value = 2017-05-12 00:00:00.0
16:01:09.467 [main] DEBUG	o.h.e.i.TwoPhaseLoad: Attribute (`registrationDate`)  - enhanced for lazy-loading? - false
16:01:09.467 [main] DEBUG	o.h.e.i.TwoPhaseLoad: Done materializing entity [entities.Student#72]
16:01:09.467 [main] DEBUG	o.h.e.i.TwoPhaseLoad: Resolving attributes for [entities.Student#86]
16:01:09.467 [main] DEBUG	o.h.e.i.TwoPhaseLoad: Processing attribute `age` : value = 27
16:01:09.467 [main] DEBUG	o.h.e.i.TwoPhaseLoad: Attribute (`age`)  - enhanced for lazy-loading? - false
16:01:09.467 [main] DEBUG	o.h.e.i.TwoPhaseLoad: Processing attribute `courses` : value = NOT NULL COLLECTION
16:01:09.467 [main] DEBUG	o.h.e.i.TwoPhaseLoad: Attribute (`courses`)  - enhanced for lazy-loading? - false
16:01:09.467 [main] TRACE	o.h.e.l.i.LoadContexts: Attempting to locate loading collection entry [CollectionKey[entities.Student.courses#86]] in any result-set context
16:01:09.467 [main] TRACE	o.h.e.l.i.LoadContexts: Collection [CollectionKey[entities.Student.courses#86]] not located in load context
16:01:09.467 [main] TRACE	o.h.t.CollectionType: Created collection wrapper: [entities.Student.courses#86]
16:01:09.467 [main] DEBUG	o.h.e.i.TwoPhaseLoad: Processing attribute `name` : value = Тургенев Самсон
16:01:09.467 [main] DEBUG	o.h.e.i.TwoPhaseLoad: Attribute (`name`)  - enhanced for lazy-loading? - false
16:01:09.467 [main] DEBUG	o.h.e.i.TwoPhaseLoad: Processing attribute `registrationDate` : value = 2017-08-18 00:00:00.0
16:01:09.467 [main] DEBUG	o.h.e.i.TwoPhaseLoad: Attribute (`registrationDate`)  - enhanced for lazy-loading? - false
16:01:09.467 [main] DEBUG	o.h.e.i.TwoPhaseLoad: Done materializing entity [entities.Student#86]
16:01:09.467 [main] DEBUG	o.h.e.i.TwoPhaseLoad: Resolving attributes for [entities.Student#96]
16:01:09.467 [main] DEBUG	o.h.e.i.TwoPhaseLoad: Processing attribute `age` : value = 37
16:01:09.467 [main] DEBUG	o.h.e.i.TwoPhaseLoad: Attribute (`age`)  - enhanced for lazy-loading? - false
16:01:09.468 [main] DEBUG	o.h.e.i.TwoPhaseLoad: Processing attribute `courses` : value = NOT NULL COLLECTION
16:01:09.468 [main] DEBUG	o.h.e.i.TwoPhaseLoad: Attribute (`courses`)  - enhanced for lazy-loading? - false
16:01:09.468 [main] TRACE	o.h.e.l.i.LoadContexts: Attempting to locate loading collection entry [CollectionKey[entities.Student.courses#96]] in any result-set context
16:01:09.468 [main] TRACE	o.h.e.l.i.LoadContexts: Collection [CollectionKey[entities.Student.courses#96]] not located in load context
16:01:09.468 [main] TRACE	o.h.t.CollectionType: Created collection wrapper: [entities.Student.courses#96]
16:01:09.468 [main] DEBUG	o.h.e.i.TwoPhaseLoad: Processing attribute `name` : value = Герций Афанасий
16:01:09.468 [main] DEBUG	o.h.e.i.TwoPhaseLoad: Attribute (`name`)  - enhanced for lazy-loading? - false
16:01:09.468 [main] DEBUG	o.h.e.i.TwoPhaseLoad: Processing attribute `registrationDate` : value = 2017-10-27 00:00:00.0
16:01:09.468 [main] DEBUG	o.h.e.i.TwoPhaseLoad: Attribute (`registrationDate`)  - enhanced for lazy-loading? - false
16:01:09.468 [main] DEBUG	o.h.e.i.TwoPhaseLoad: Done materializing entity [entities.Student#96]
16:01:09.468 [main] TRACE	o.h.e.l.i.LoadContexts: Attempting to locate loading collection entry [CollectionKey[entities.Course.students#5]] in any result-set context
16:01:09.468 [main] TRACE	o.h.e.l.i.LoadContexts: Collection [CollectionKey[entities.Course.students#5]] located in load context
16:01:09.468 [main] TRACE	o.h.e.l.i.CollectionLoadContext: Removing collection load entry [org.hibernate.engine.loading.internal.LoadingCollectionEntry<rs=com.mysql.cj.jdbc.result.ResultSetImpl@740dcae3, coll=[entities.Course.students#5]>@1d15c0a1]
16:01:09.468 [main] DEBUG	o.h.e.l.i.CollectionLoadContext: 1 collections were found in result set for role: entities.Course.students
16:01:09.468 [main] TRACE	o.h.e.l.i.CollectionLoadContext: Ending loading collection [org.hibernate.engine.loading.internal.LoadingCollectionEntry<rs=com.mysql.cj.jdbc.result.ResultSetImpl@740dcae3, coll=[entities.Course.students#5]>@1d15c0a1]
16:01:09.468 [main] DEBUG	o.h.e.l.i.CollectionLoadContext: Collection fully initialized: [entities.Course.students#5]
16:01:09.468 [main] DEBUG	o.h.e.l.i.CollectionLoadContext: 1 collections initialized for role: entities.Course.students
16:01:09.468 [main] TRACE	o.h.l.p.e.p.i.ResultSetProcessingContextImpl: Skipping create subselects because there are fewer than 2 results, so query by key is more efficient.
16:01:09.468 [main] TRACE	o.h.r.j.i.ResourceRegistryStandardImpl: Releasing statement [com.mysql.cj.jdbc.ClientPreparedStatement: select students0_.course_id as course_i1_2_0_, students0_.student_id as student_2_2_0_, student1_.id as id1_1_1_, student1_.age as age2_1_1_, student1_.name as name3_1_1_, student1_.registration_date as registra4_1_1_ from Subscriptions students0_ inner join Students student1_ on students0_.student_id=student1_.id where students0_.course_id=5]
16:01:09.468 [main] TRACE	o.h.r.j.i.ResourceRegistryStandardImpl: Closing result set [com.mysql.cj.jdbc.result.ResultSetImpl@740dcae3]
16:01:09.468 [main] TRACE	o.h.r.j.i.ResourceRegistryStandardImpl: Closing prepared statement [com.mysql.cj.jdbc.ClientPreparedStatement: select students0_.course_id as course_i1_2_0_, students0_.student_id as student_2_2_0_, student1_.id as id1_1_1_, student1_.age as age2_1_1_, student1_.name as name3_1_1_, student1_.registration_date as registra4_1_1_ from Subscriptions students0_ inner join Students student1_ on students0_.student_id=student1_.id where students0_.course_id=5]
16:01:09.468 [main] TRACE	o.h.e.j.i.JdbcCoordinatorImpl: Starting after statement execution processing [AFTER_TRANSACTION]
16:01:09.468 [main] TRACE	o.h.e.i.StatefulPersistenceContext: Initializing non-lazy collections
16:01:09.468 [main] DEBUG	o.h.l.c.p.AbstractLoadPlanBasedCollectionInitializer: Done loading collection
16:01:09.468 [main] TRACE	o.h.e.i.DefaultInitializeCollectionEventListener: Collection initialized
16:01:09.468 [main] INFO	appLog:     — Student 1: 	    — Блаженов Артем
16:01:09.469 [main] INFO	appLog:     — Student 2: 	    — Молодых Елисей
16:01:09.469 [main] INFO	appLog:     — Student 3: 	    — Дьячков Севастьян
16:01:09.469 [main] INFO	appLog:     — Student 4: 	    — Катаев Павел
16:01:09.469 [main] INFO	appLog:     — Student 5: 	    — Тургенев Самсон
16:01:09.469 [main] INFO	appLog:     — Student 6: 	    — Герций Афанасий
16:01:09.469 [main] INFO	appLog:   — Course 3: 	  - Data Scientist с 0 до PRO
16:01:09.469 [main] TRACE	o.h.e.i.DefaultInitializeCollectionEventListener: Initializing collection [entities.Course.students#10]
16:01:09.469 [main] TRACE	o.h.e.i.DefaultInitializeCollectionEventListener: Checking second-level cache
